group_id,program,calendar_year,program_type,year_level,concentration_id,concentration_name,concentration_name_raw,aoc_category,is_recommended,label,credits,rule_type,rule_value,course_code
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_003,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Air,False,"Air: ATSC_V 301, 303; GEOS_V (or GEOB_V) 300, 304, 402; CHEM_V 302",,choose_n,1,GEOS304
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_003,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Air,False,"Air: ATSC_V 301, 303; GEOS_V (or GEOB_V) 300, 304, 402; CHEM_V 302",,choose_n,1,GEOS402
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,CHEM301
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,ENVR420
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,EOSC325
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,EOSC428
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,EOSC429
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,EOSC430
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,EOSC431
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,GEOB305
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,GEOB403
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,GEOB415
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,GEOS305
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,GEOS403
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_004,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Terrestrial Water,False,"Terrestrial Water: CHEM_V 301; EOSC_V 325, 428, 429, 430, 431; ENVR_V 420; GEOS_V (or GEOB_V) 305, 403, 415",,choose_n,1,GEOS415
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC373
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC471
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC472
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC473
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC474
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC475
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_005,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",Oceans,False,"Oceans: EOSC_V 373, 471, 472, 473, 474, 475, 478",,choose_n,1,EOSC478
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_006,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"EOSC_V 220, 250, 340, 429, 431",,recommended_course_list,,EOSC220
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_006,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"EOSC_V 220, 250, 340, 429, 431",,recommended_course_list,,EOSC250
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_006,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"EOSC_V 220, 250, 340, 429, 431",,recommended_course_list,,EOSC340
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_006,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"EOSC_V 220, 250, 340, 429, 431",,recommended_course_list,,EOSC429
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_006,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"EOSC_V 220, 250, 340, 429, 431",,recommended_course_list,,EOSC431
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOB207
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOB308
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOB373
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOB400
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOB401
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOB407
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOS207
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOS308
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOS373
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOS400
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOS401
ENSC_2024_2025_MAJOR_AOC_LAND_AIR_WATER_007,ENSC,2024-2025,Major,,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,True,"GEOS_V (or GEOB_V) 207, 308, 373, 400, 401, 407",,recommended_course_list,,GEOS407
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_001,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"one of BIOL_V 204, 205, 209, 210,",,choose_n,1,BIOL204
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_001,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"one of BIOL_V 204, 205, 209, 210,",,choose_n,1,BIOL205
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_001,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"one of BIOL_V 204, 205, 209, 210,",,choose_n,1,BIOL209
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_001,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"one of BIOL_V 204, 205, 209, 210,",,choose_n,1,BIOL210
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL301
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL314
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL336
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL402
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL404
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL406
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL408
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL416
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL418
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL420
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,BIOL424
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,CONS310
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,GEOB307
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,GEOS307
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_002,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"at least two of BIOL_V 301, 314, 336, 402, 404, 406, 408, 416, 418, 420, 424; CONS_V 310; GEOS_V (or GEOB_V) 307; UFOR_V 403",,choose_n,2,UFOR403
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL317
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL320
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL321
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL322
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL323
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL324
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL327
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL328
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL332
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL343
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL409
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL411
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL412
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL413
ENSC_2024_2025_MAJOR_AOC_ECOLOGY_CONSERVATION_003,ENSC,2024-2025,Major,,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,True,"BIOL_V 317, 320, 321, 322, 323, 324, 327, 328, 332, 343, 409, 411, 412, 413, 417, 427, 428, 434",,recommended_course_list,,BIOL417
