group_id,program,calendar_year,program_type,year_level,requirement_area,option_id,option_name,option_name_raw,theme,is_recommended,label,credits,rule_type,rule_value,rule_subject,include_pattern,exclude_pattern,rule_unit,source_text
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_002,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,CONS_V 200,,required_course,,,,,,CONS_V 200
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_003,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"ENVR_V 430, 440",,course_list_review,,,,,,"ENVR_V 430, 440"
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ENERGY_TRANSITIONS_SUSTAINABILITY_001,ENSC,2026-2027,Honours,,Area of Concentration,ENERGY_TRANSITIONS_SUSTAINABILITY,Energy Transitions and Sustainability,Energy Transitions and Sustainability Area of Concentration,,False,"ENVR_V 410, 440",,course_list_review,,,,,,"ENVR_V 410, 440"
ENSC_2026_2027_HONOURS_AOC_ENERGY_TRANSITIONS_SUSTAINABILITY_002,ENSC,2026-2027,Honours,,Area of Concentration,ENERGY_TRANSITIONS_SUSTAINABILITY,Energy Transitions and Sustainability,Energy Transitions and Sustainability Area of Concentration,,False,PHYS_V 333,,required_course,,,,,,PHYS_V 333
ENSC_2026_2027_HONOURS_AOC_ENERGY_TRANSITIONS_SUSTAINABILITY_003,ENSC,2026-2027,Honours,,Area of Concentration,ENERGY_TRANSITIONS_SUSTAINABILITY,Energy Transitions and Sustainability,Energy Transitions and Sustainability Area of Concentration,,False,"One of ARCL_V 309, ASIC_V 220, CONS_V 425, DES_V 230, ENVR_V 430, GEOG_V 310, ISCI_V 360, POLI_V 351, POLI_V 375A, SCIE_V 420, SOCI_V 230.",,choose_n,1,,,,,"One of ARCL_V 309, ASIC_V 220, CONS_V 425, DES_V 230, ENVR_V 430, GEOG_V 310, ISCI_V 360, POLI_V 351, POLI_V 375A, SCIE_V 420, SOCI_V 230."
ENSC_2026_2027_HONOURS_AOC_ENERGY_TRANSITIONS_SUSTAINABILITY_004,ENSC,2026-2027,Honours,,Area of Concentration,ENERGY_TRANSITIONS_SUSTAINABILITY,Energy Transitions and Sustainability,Energy Transitions and Sustainability Area of Concentration,,False,"Four of APSC_V 366, ATSC_V 313, BEST_V 202, 301, 401, 402, CHBE_V 482, 483, 473, 488, CHEM_V 341, ECON_V 471, FRE_V 374, FRST_V 101, LFS_V 101.",,choose_n,4,,,,,"Four of APSC_V 366, ATSC_V 313, BEST_V 202, 301, 401, 402, CHBE_V 482, 483, 473, 488, CHEM_V 341, ECON_V 471, FRE_V 374, FRST_V 101, LFS_V 101."
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_IMPACTS_HUMAN_HEALTH_001,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_IMPACTS_HUMAN_HEALTH,Environmental Impacts on Human Health,Environmental Impacts on Human Health Area of Concentration,,False,SPPH_V 303,,required_course,,,,,,SPPH_V 303
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_IMPACTS_HUMAN_HEALTH_002,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_IMPACTS_HUMAN_HEALTH,Environmental Impacts on Human Health,Environmental Impacts on Human Health Area of Concentration,,False,"Three of BIOL_V 200, BIOL_V 201, BIOC_V 202, CHEM_V 203, 205, 233, MICB_211",,choose_n,3,,,,,"Three of BIOL_V 200, BIOL_V 201, BIOC_V 202, CHEM_V 203, 205, 233, MICB_211"
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_IMPACTS_HUMAN_HEALTH_003,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_IMPACTS_HUMAN_HEALTH,Environmental Impacts on Human Health,Environmental Impacts on Human Health Area of Concentration,,False,"Four of BIOL_V 302, 314, 328, 403, CHEM_V 302, 341, CIVL_V 201, EOSC_V 474, GEOS_V 402, MECH_V 411, SPPH_V 301.",,choose_n,4,,,,,"Four of BIOL_V 302, 314, 328, 403, CHEM_V 302, 341, CIVL_V 201, EOSC_V 474, GEOS_V 402, MECH_V 411, SPPH_V 301."
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_ANALYTICS_001,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environmental Analytics Area of Concentration,,False,CPSC_V 203,,required_course,,,,,,CPSC_V 203
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_ANALYTICS_002,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environmental Analytics Area of Concentration,,False,EOSC_V 410,,required_course,,,,,,EOSC_V 410
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_ANALYTICS_003,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environmental Analytics Area of Concentration,,False,"One of CPSC_V 103, EOSC_V 211.",,choose_n,1,,,,,"One of CPSC_V 103, EOSC_V 211."
ENSC_2026_2027_HONOURS_AOC_ENVIRONMENTAL_ANALYTICS_004,ENSC,2026-2027,Honours,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environmental Analytics Area of Concentration,,False,"Five of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223) 200, 215, 255, STAT_V 301.",,choose_n,5,,,,,"Five of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223) 200, 215, 255, STAT_V 301."
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_001,ENSC,2026-2027,All,,Complementary Studies,,,,Indigenous Knowledge and Perspectives,False,All HGSE courses,,subject_all,,,,,,All HGSE courses
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_002,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,COMM 484 Sustainability Marketing,,complementary_studies_eligible_courses,,,,,,COMM 484 Sustainability Marketing
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_003,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,COMM 485 Social Entrepreneurship,,complementary_studies_eligible_courses,,,,,,COMM 485 Social Entrepreneurship
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_004,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,CONS 440 (3) Conservation Decision-Making and Policy,,complementary_studies_eligible_courses,,,,,,CONS 440 (3) Conservation Decision-Making and Policy
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_005,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 241 International Economics,,complementary_studies_eligible_courses,,,,,,ECON 241 International Economics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_006,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 255 Understanding Globalization,,complementary_studies_eligible_courses,,,,,,ECON 255 Understanding Globalization
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_007,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 310 Principles of Microeconomics,,complementary_studies_eligible_courses,,,,,,ECON 310 Principles of Microeconomics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_008,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 323 Quantitative Economic Modelling with Data Science Applications,,complementary_studies_eligible_courses,,,,,,ECON 323 Quantitative Economic Modelling with Data Science Applications
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_009,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,"ECON 364 The Economics of Sustainable Development: Communities, Markets and Technology",,complementary_studies_eligible_courses,,,,,,"ECON 364 The Economics of Sustainable Development: Communities, Markets and Technology"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_010,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 370 Benefit-Cost Analysis and the Economics of Project Evaluation,,complementary_studies_eligible_courses,,,,,,ECON 370 Benefit-Cost Analysis and the Economics of Project Evaluation
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_011,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 371 Economics of the Environment,,complementary_studies_eligible_courses,,,,,,ECON 371 Economics of the Environment
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_012,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 374 / FRE 374 Land and Resource Economics,,complementary_studies_eligible_courses,,,,,,ECON 374 / FRE 374 Land and Resource Economics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_013,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,ECON 473 Economics of Climate Change,,complementary_studies_eligible_courses,,,,,,ECON 473 Economics of Climate Change
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_014,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,FRE 326 Empirical Methods for Food and Resource Economics,,complementary_studies_eligible_courses,,,,,,FRE 326 Empirical Methods for Food and Resource Economics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_015,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,FRE 420 The Economics of International Trade and the Environment,,complementary_studies_eligible_courses,,,,,,FRE 420 The Economics of International Trade and the Environment
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_016,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,FRE 474 Causal Inference in the Economics of Natural Resource Conservation,,complementary_studies_eligible_courses,,,,,,FRE 474 Causal Inference in the Economics of Natural Resource Conservation
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_017,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,GEOG 319 Environmental Impact Assessment,,complementary_studies_eligible_courses,,,,,,GEOG 319 Environmental Impact Assessment
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_018,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,"GEOG 412 Water Management: Theory, Policy, and Practice",,complementary_studies_eligible_courses,,,,,,"GEOG 412 Water Management: Theory, Policy, and Practice"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_019,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,POLI 351 Environmental Politics and Policy,,complementary_studies_eligible_courses,,,,,,POLI 351 Environmental Politics and Policy
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_020,ENSC,2026-2027,All,,Complementary Studies,,,,Economics and Policy Analysis for Decision Making,False,POLI 375 Global Environmental Politics,,complementary_studies_eligible_courses,,,,,,POLI 375 Global Environmental Politics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_021,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,CONS 425 Sustainable Energy: Policy and Governance,,complementary_studies_eligible_courses,,,,,,CONS 425 Sustainable Energy: Policy and Governance
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_022,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,ECON 311 Principles of Macroeconomics (In the right place?),,complementary_studies_eligible_courses,,,,,,ECON 311 Principles of Macroeconomics (In the right place?)
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_023,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,GEOG 202 Climate Emergency,,complementary_studies_eligible_courses,,,,,,GEOG 202 Climate Emergency
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_024,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,GEOG 302 Climate Justice,,complementary_studies_eligible_courses,,,,,,GEOG 302 Climate Justice
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_025,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,GEOG 310 Environment and Sustainability,,complementary_studies_eligible_courses,,,,,,GEOG 310 Environment and Sustainability
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_026,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,GEOG 313 Environmental Justice and Social Change,,complementary_studies_eligible_courses,,,,,,GEOG 313 Environmental Justice and Social Change
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_027,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,"GEOG 491 Global Ocean: Geography, Sustainability, and Governance",,complementary_studies_eligible_courses,,,,,,"GEOG 491 Global Ocean: Geography, Sustainability, and Governance"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_028,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,POLI 302 Public Administration,,complementary_studies_eligible_courses,,,,,,POLI 302 Public Administration
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_029,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,POLI 350 Public Policy,,complementary_studies_eligible_courses,,,,,,POLI 350 Public Policy
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_030,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,POLI 364 International Organizations,,complementary_studies_eligible_courses,,,,,,POLI 364 International Organizations
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_031,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 100 Introduction to Sociology,,complementary_studies_eligible_courses,,,,,,SOCI 100 Introduction to Sociology
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_032,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 204 Global Population Dynamics,,complementary_studies_eligible_courses,,,,,,SOCI 204 Global Population Dynamics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_033,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,"SOCI 230 Shopping, Society, and Sustainability",,complementary_studies_eligible_courses,,,,,,"SOCI 230 Shopping, Society, and Sustainability"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_034,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 342 Consumers and Consumption,,complementary_studies_eligible_courses,,,,,,SOCI 342 Consumers and Consumption
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_035,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 384 Sociology of Health and Illness,,complementary_studies_eligible_courses,,,,,,SOCI 384 Sociology of Health and Illness
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_036,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 387 Sociology of Drugs and Society,,complementary_studies_eligible_courses,,,,,,SOCI 387 Sociology of Drugs and Society
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_037,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 420 Sociology of the Environment,,complementary_studies_eligible_courses,,,,,,SOCI 420 Sociology of the Environment
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_038,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 479 Social Determinants of Health,,complementary_studies_eligible_courses,,,,,,SOCI 479 Social Determinants of Health
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_039,ENSC,2026-2027,All,,Complementary Studies,,,,Society and Governance,False,SOCI 495E Demography of Disasters,,complementary_studies_eligible_courses,,,,,,SOCI 495E Demography of Disasters
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_040,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,"GEOG 121 Geography, Environment and Globalization",,complementary_studies_eligible_courses,,,,,,"GEOG 121 Geography, Environment and Globalization"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_041,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,GEOG 210 Vancouver and its Region,,complementary_studies_eligible_courses,,,,,,GEOG 210 Vancouver and its Region
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_042,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,GEOG 250 Cities,,complementary_studies_eligible_courses,,,,,,GEOG 250 Cities
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_043,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,GEOG  311 Urban Environments,,complementary_studies_eligible_courses,,,,,,GEOG  311 Urban Environments
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_044,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,GEOG 351 Urban Environmental Politics,,complementary_studies_eligible_courses,,,,,,GEOG 351 Urban Environmental Politics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_045,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,DES 200 Design Thinking,,complementary_studies_eligible_courses,,,,,,DES 200 Design Thinking
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_046,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,DES 230 Sustainability by Design,,complementary_studies_eligible_courses,,,,,,DES 230 Sustainability by Design
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_047,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,SOCI 364 Built Environments,,complementary_studies_eligible_courses,,,,,,SOCI 364 Built Environments
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_048,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,UFOR 100 Greening the City,,complementary_studies_eligible_courses,,,,,,UFOR 100 Greening the City
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_049,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,UFOR 110 Introduction to Urban Forest Design,,complementary_studies_eligible_courses,,,,,,UFOR 110 Introduction to Urban Forest Design
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_050,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,UFOR 200 Urban Forests and Well-Being,,complementary_studies_eligible_courses,,,,,,UFOR 200 Urban Forests and Well-Being
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_051,ENSC,2026-2027,All,,Complementary Studies,,,,Urban Environments,False,UFOR 220 Urban Forest Inventory and Assessment,,complementary_studies_eligible_courses,,,,,,UFOR 220 Urban Forest Inventory and Assessment
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_052,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,"GEOG 492 Oceanic Geographies: Movement, Materiality, and Mobility",,complementary_studies_eligible_courses,,,,,,"GEOG 492 Oceanic Geographies: Movement, Materiality, and Mobility"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_053,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,HIST 106 Global Environmental History,,complementary_studies_eligible_courses,,,,,,HIST 106 Global Environmental History
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_054,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,HIST 260 Science and Society in the Contemporary World,,complementary_studies_eligible_courses,,,,,,HIST 260 Science and Society in the Contemporary World
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_055,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,HIST 393 Introduction to History and Philosophy of Science,,complementary_studies_eligible_courses,,,,,,HIST 393 Introduction to History and Philosophy of Science
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_056,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,HIST 397 Environmental History of the Modern World,,complementary_studies_eligible_courses,,,,,,HIST 397 Environmental History of the Modern World
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_057,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,ENGL 244 Environment and Literature,,complementary_studies_eligible_courses,,,,,,ENGL 244 Environment and Literature
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_058,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,ENGL 393 Ecocriticism,,complementary_studies_eligible_courses,,,,,,ENGL 393 Ecocriticism
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_059,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,PHIL 332 Environmental Ethics,,complementary_studies_eligible_courses,,,,,,PHIL 332 Environmental Ethics
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_060,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,PHIL 337 Ethics for the Sciences,,complementary_studies_eligible_courses,,,,,,PHIL 337 Ethics for the Sciences
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_061,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,PHIL 360 Introduction to History and Philosophy of Science,,complementary_studies_eligible_courses,,,,,,PHIL 360 Introduction to History and Philosophy of Science
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_062,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,"PHIL 364 Darwin, Evolution, and Modern History",,complementary_studies_eligible_courses,,,,,,"PHIL 364 Darwin, Evolution, and Modern History"
ENSC_2026_2027_ALL_COMPLEMENTARY_STUDIES_063,ENSC,2026-2027,All,,Complementary Studies,,,,Environmental Humanities,False,PHIL 369 Philosophy of Science,,complementary_studies_eligible_courses,,,,,,PHIL 369 Philosophy of Science
